[Normal Axes]|en|ru
||
[Materials]||
material_jewel_bloodstone|Bloodstone|Кровавый Камень
material_jewel_snake_tooth|Snake Tooth|Змеиный зуб
material_jewel_copperstone|Copperstone|Медный камень
material_jewel_liquate|Liquate|Ликват
material_jewel_darkstone|Darkstone|Темный камень
material_jewel_lesser_impstone|Lesser Impstone|Малый Импстоун
material_jewel_iron_opal|Iron Opal|Железный опал
material_jewel_shadow_stone|Shadow Stone|Теневой камень
material_jewel_twilight_citrine|Twilight Citrine|Сумеречный цитрин
material_jewel_ocean_agate|Ocean Agate|Океанический агат
material_jewel_greater_impstone|Greater Impstone|Большой Импстоун
material_jewel_huge_spessarite|Huge Spessarite|Огромный спессарит
material_jewel_cardinal_ruby|Cardinal Ruby|Кардинальский рубин
material_jewel_flaming_core|Flaming Core|Пылающее ядро
material_jewel_demon_tooth|Demon Tooth|Зуб демона
material_jewel_ketamineral|Ketamineral|Кетаминерал
material_jewel_jadenium_powder|Jadenium Powder|Жадеитовый порошок
material_jewel_satans_nail|Satans Nail|Гвоздь Сатаны
material_jewel_inferno_stone|Inferno Stone|Адский камень
material_jewel_hellstar|Hellstar|Адская звезда
material_jewel_tarethium_core|Tarethium Core|Ядро Таретия
material_jewel_dark_matter|Dark Matter|Темная материя
material_jewel_demon_soulstone|Demon Soulstone|Камень души демона
material_jewel_storm_opal|Storm Opal|Грозовой опал
material_jewel_frame_low|Bronze Framing|Бронзовая оправа
material_jewel_frame_mid|Silver Framing|Серебряная оправа
material_jewel_frame_high|Golden Framing|Золотая оправа
material_mining_copper_ore|Copper Ore|Медная руда
material_mining_iron_ore|Iron Ore|Железная руда
material_mining_gold_ore|Gold Ore|Золотая руда
material_mining_ruby_ore|Ruby Ore|Рубиновая руда
material_mining_jade_ore|Jade Ore|Нефритовая руда
material_mining_tarethium_ore|Tarethium Ore|Таретиевая руда
material_salvage_minor_satanic_dust|Minor Satanic Dust|Малая Сатаническая пыль
material_salvage_lesser_satanic_dust|Lesser Satanic Dust|Слабая Сатаническая пыль
material_salvage_satanic_dust|Satanic Dust|Сатаническая пыль
material_salvage_rich_satanic_dust|Rich Satanic Dust|Насыщенная Сатаническая пыль
material_salvage_empowered_satanic_dust|Empowered Satanic Dust|Усиленная Сатаническая пыль
material_salvage_purified_satanic_dust|Purified Satanic Dust|Очищенная Сатаническая пыль
material_salvage_angelic_dust|Angelic Dust|Ангельская пыль
material_ahtos_rat|Ahto´s Rat|Крыса Ахто
material_jussis_bong|Jussi´s Bong|Бонг Юсси
material_sheep_pelt|Sheep Pelt|Овечья шкура
material_satanic_dice|Satanic Dice|Сатаническая кость
material_enchanted_sigil|Enchanted Sigil|Зачарованный сигил
material_god_empowered_mage_emblem|God Empowered Mage Emblem|Божественная эмблема мага
material_god_empowered_warrior_emblem|God Empowered Warrior Emblem|Божественная эмблема воина
material_god_empowered_ranger_emblem|God Empowered Ranger Emblem|Божественная эмблема лучника
material_devil_empowered_emblem|Devil Empowered Emblem|Дьявольская эмблема
material_salvage_lesser_unstable_dust|Lesser Unstable Dust|Слабая нестабильная пыль
material_salvage_unstable_dust|Unstable Dust|Нестабильная пыль
material_salvage_greater_unstable_dust|Greater Unstable Dust|Большая нестабильная пыль
material_tinkerers_toolkit|Tinkerer´s Toolkit|Набор механика
material_salvage_minor_mythic_dust|Minor Mythic Dust|Малая Мифическая пыль
material_salvage_lesser_mythic_dust|Lesser Mythic Dust|Слабая Мифическая пыль
material_salvage_mythic_dust|Mythic Dust|Мифическая пыль
material_salvage_empowered_mythic_dust|Empowered Mythic Dust|Усиленная Мифическая пыль
material_salvage_rich_mythic_dust|Rich Mythic Dust|Насыщенная Мифическая пыль
material_satanic_crystal|Satanic Crystal|Сатанический кристалл
material_reflection_of_tarethiel|Reflection of Tarethiel|Отражение Таретиэля
material_satanic_crystal_fragment|Satanic Crystal Fragment|Осколок Сатанического кристалла
material_codex_page|Codex Page|Страница Кодекса
material_prophets_wisdom|Prophet´s Wisdom|Мудрость пророка
material_gypsys_prophecy|Gypsy´s Prophecy|Цыганское пророчество
material_destiny_shard|Destiny Shard|Осколок судьбы
material_blacksmiths_mallet|Blacksmith´s Mallet|Молот кузнеца
material_destiny_shard_fragment|Destiny Shard Fragment|Фрагмент осколка судьбы
material_blessed_dice|Blessed Dice|Благословенная кость
material_essence_of_chaos|Essence of Chaos|Эссенция Хаоса
material_infernal_codex_page|Infernal Codex Page|Страница Адского Кодекса
||
lore_material_satanic_dice|Roll the dice in the crafting cube for a chance to upgrade or corrupt an item.|Брось кость в кубе крафта, чтобы попытаться улучшить или осквернить предмет.
lore_material_jussis_bong|Its pretty dirty but it does the job!|Он довольно грязный, но свое дело делает!
lore_material_ahtos_rat|Disgusting.. These can be found all over Ahto's desk..|Отвратительно... Их полно на столе Ахто...
lore_material_sheep_pelt|Extremely comfy, Behhhhhh!|Чрезвычайно уютно, Бе-е-е-е!
lore_material_god_empowered_mage_emblem|This holy artifact is imbued into a weapon enchanting it with divine spell power.|Этот святой артефакт вставляется в оружие, наделяя его божественной силой заклинаний.
lore_material_god_empowered_warrior_emblem|This holy artifact is imbued into a weapon enchanting it with divine combat power.|Этот святой артефакт вставляется в оружие, наделяя его божественной боевой мощью.
lore_material_god_empowered_ranger_emblem|This holy artifact is imbued into a weapon enchanting it with divine ranged power.|Этот святой артефакт вставляется в оружие, наделяя его божественной силой дальнего боя.
lore_material_devil_empowered_emblem|This unholy emblem will balance out the holy enchant in an item rendering it stronger.|Эта нечестивая эмблема уравновесит святое зачарование в предмете, делая его сильнее.
lore_material_tinkerers_toolkit|Can be used to tinker common items.|Используется для модификации обычных предметов.
lore_material_satanic_crystal|Unleash ancient dark knowledge on a chosen item adding a random affix to it or destroying it for eternity..|Высвободи древние темные знания на выбранный предмет, добавив случайный аффикс или уничтожив его навеки...
lore_material_reflection_of_tarethiel|Creates a perfect reflection of any item. The new item will be tagged as mirrored thus cannot be reflected again.|Создает идеальное отражение любого предмета. Новый предмет будет помечен как «Отраженный» и не может быть скопирован снова.
lore_material_satanic_crystal_fragment|Combine 500 to conjure a satanic crystal.|Соедини 500 штук, чтобы создать Сатанический кристалл.
lore_material_prophets_wisdom|The prophet´s eternal wisdom uncorrupts any item..|Вечная мудрость пророка очищает любой предмет от скверны...
lore_material_gypsys_prophecy|If the prophecy is positive it enhances any item but if its negative, anything can happen.. (Only SS tier items)|Если пророчество благоприятно, оно усилит предмет, но если нет — случиться может что угодно... (Только для предметов ранга SS).
lore_material_destiny_shard|If your destiny is positive it enhances any item but if its negative, anything can happen.. (Maximum tier is S)|Если судьба благосклонна, она усилит предмет, но если нет — случиться может что угодно... (Максимальный ранг S).
lore_material_blacksmiths_mallet|Deletes sockets from a common item.|Удаляет гнезда из обычного предмета.
lore_material_destiny_shard_fragment|Pieces of your destiny..|Осколки твоей судьбы...
lore_material_blessed_dice|Change the essence of a powerful item..|Измени сущность могущественного предмета...
lore_material_essence_of_chaos|When imbued to an infernal codex, anything can happen..|При наложении на Адский кодекс может случиться что угодно...
||
explanation_material_satanic_dice|Can be used to re-roll the stats on an item but has a chance to corrupt it|Используется для перековки характеристик предмета, но есть шанс осквернить его.
explanation_material_jussis_bong|Can be combined with Ahto´s Rat and Sheep Pelt|Можно объединить с Крысой Ахто и Овечьей шкурой.
explanation_material_ahtos_rat|Can be combined with Jussi´s Bong and Sheep Pelt|Можно объединить с Бонгом Юсси и Овечьей шкурой.
explanation_material_sheep_pelt|Can be combined with Jussi´s Bond and Ahto´s Rat|Можно объединить с Бонгом Юсси и Крысой Ахто.
explanation_material_god_empowered_mage_emblem||
explanation_material_god_empowered_warrior_emblem||
explanation_material_god_empowered_ranger_emblem||
explanation_material_devil_empowered_emblem||
explanation_material_tinkerers_toolkit|Can be used to re-roll the stats on a common item|Используется для перековки характеристик обычного предмета.
explanation_material_satanic_crystal|Can be used to add an additional stat or socket but has a chance to corrupt the item|Добавляет доп. характеристику или гнездо, но есть шанс осквернить предмет.
explanation_material_reflection_of_tarethiel|Can be used to create a clone of an existing item|Используется для создания клона существующего предмета.
explanation_material_satanic_crystal_fragment|Combine multiple Satanic Crystal Fragments into a Satanic Crystal|Объедините несколько осколков в Сатанический кристалл.
explanation_material_prophets_wisdom|Can be used to cleanse a corrupted item|Используется для очищения оскверненного предмета.
explanation_material_gypsys_prophecy|Can be used on a SS tier item to either increase or decrease its level or corrupt the item|Используется на предметах ранга SS, чтобы повысить/понизить уровень или осквернить предмет.
explanation_material_destiny_shard|Can be used on an item up to S tier to either increase or decrease its level or corrupt the item|Используется на предметах до ранга S, чтобы повысить/понизить уровень или осквернить предмет.
explanation_material_blacksmiths_mallet|Can be used to destroy the sockets on an item|Используется для уничтожения гнезд на предмете.
explanation_material_reflection_of_tarethiel|Can be used to create a mirrored version of an item. Cannot be applied to a mirrored item.|Создает зеркальную копию предмета. Нельзя применить к уже отраженному предмету.
explanation_material_destiny_shard_fragment|Merge multiple fragments into a Destiny Shard|Объедините несколько фрагментов в Осколок судьбы.
explanation_material_blessed_dice|Can be used to re-roll the stats on a SS tier item.|Используется для перековки характеристик предмета ранга SS.
explanation_material_essence_of_chaos|Apply the essence into an infernal codex in order to add an additional buff and debuff to it.|Примените эссенцию к Адскому кодексу, чтобы добавить дополнительный бафф и дебафф.
explanation_material_codex_page|Merge 5 into a Codex of Eternity|Объедините 5 страниц в Кодекс Вечности.
explanation_material_infernal_codex_page|Merge 5 into an Infernal Codex|Объедините 5 страниц в Адский Кодекс.
||
craft_material_satanic_dice|Satanic dice can be used to reroll a satanic items seed and stat ranges. There is a possibility of the item becoming corrupted, loosing a portion of its stats. Corrupted items cannot be sold on the market or used with satanic dice anymore.|Сатаническую кость можно использовать для сброса зерна генерации и диапазонов характеристик сатанического предмета. Есть вероятность осквернения предмета, что снизит часть его характеристик. Оскверненные предметы нельзя продавать или снова использовать с костью.
craft_material_satanic_dice_result|Re-rolled Item|Перекованный предмет
craft_material_blessed_dice|Blessed dice can be used to reroll a SS tier items seed and stat ranges with no down sides.|Благословенную кость можно использовать для безопасного сброса зерна и характеристик предметов ранга SS.
craft_material_blessed_dice_result|Re-rolled Item|Перекованный предмет
craft_material_tinkerers_toolkit|Tinkerer´s toolkit can be used to reroll a common item base. The whole item will be re-rolled with a new seed which will change all of its attributes.|Набор механика используется для полного сброса базы обычного предмета. Предмет получит новое зерно генерации, что изменит все его атрибуты.
craft_meterial_salvage_minor_mythic_dust|Upgrade the star level of a D tier common item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень обычного предмета ранга D, повышая характеристики. (Не применимо к Талисманам).
craft_meterial_salvage_lesser_mythic_dust|Upgrade the star level of a C tier common item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень обычного предмета ранга C, повышая характеристики. (Не применимо к Талисманам).
craft_meterial_salvage_mythic_dust|Upgrade the star level of a B tier common item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень обычного предмета ранга B, повышая характеристики. (Не применимо к Талисманам).
craft_meterial_salvage_empowered_mythic_dust|Upgrade the star level of a A tier common item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень обычного предмета ранга A, повышая характеристики. (Не применимо к Талисманам).
craft_meterial_salvage_rich_mythic_dust|Upgrade the star level of a S tier common item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень обычного предмета ранга S, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_minor_satanic_dust|Upgrade the star level of a D tier satanic item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень сатанического предмета ранга D, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_lesser_satanic_dust|Upgrade the star level of a C tier satanic item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень сатанического предмета ранга C, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_satanic_dust|Upgrade the star level of a B tier satanic item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень сатанического предмета ранга B, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_rich_satanic_dust|Upgrade the star level of a A tier satanic item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень сатанического предмета ранга A, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_empowered_satanic_dust|Upgrade the star level of a S tier satanic item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень сатанического предмета ранга S, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_purified_satanic_dust|Upgrade the star level of a SS tier satanic or heroic item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень сатанического или героического предмета ранга SS, повышая характеристики. (Не применимо к Талисманам).
craft_material_salvage_angelic_dust|Upgrade the star level of an angelic or unholy item increasing its stats. (Charms are not applicable).|Улучшает звездный уровень ангельского или нечестивого предмета, повышая характеристики. (Не применимо к Талисманам).
craft_reflection_tarethiel|Create a mirrored copy|Создать зеркальную копию
craft_reflection_tarethiel_result|Mirrored Copy|Зеркальная копия
craft_roll_satanic_crystal|Apply Satanic Crystal|Применить Сатанический кристалл
craft_star_upgrade|Star Level Upgrade|Повышение звездного уровня
craft_reroll_affixes_use|Re-roll the affixes in a common item.|Сбросить аффиксы обычного предмета.
craft_reroll_sockets_use|Roll a random amount of sockets into a white item with no sockets in it.|Проделать случайное количество гнезд в белом предмете без гнезд.
craft_empty_sockets_use|Empty the sockets in an item. Socketables in the item will be permanently destroyed.|Очистить гнезда предмета. Вставленные камни будут уничтожены навсегда.
craft_reroll_affixes|Re-roll Affixes|Сброс аффиксов
craft_empty_sockets|Empty Sockets|Очистить гнезда
craft_reroll_sockets|Add Sockets|Добавить гнезда
craft_material_salvage_lesser_unstable_dust|Combine into Satanic Crystal Fragments.|Объединить в Осколки сатанического кристалла.
craft_material_salvage_unstable_dust|Combine into Satanic Crystal Fragments.|Объединить в Осколки сатанического кристалла.
craft_material_salvage_greater_unstable_dust|Combine into Satanic Crystal Fragments.|Объединить в Осколки сатанического кристалла.
craft_material_satanic_crystal|Either adds an extra affix or socket to the item or corrupts it.|Либо добавляет доп. аффикс/гнездо, либо оскверняет предмет.
craft_material_satanic_crystal_fragment|Combine into a satanic crystal.|Объединить в Сатанический кристалл.
craft_blacksmithsMallet|Blacksmith´s Mallet|Молот кузнеца
craft_blacksmithsMallet_use|Deletes sockets from a common item.|Удаляет гнезда из обычного предмета.
craft_essenceOfChaos|Apply Essence of Chaos|Применить Эссенцию Хаоса
craft_essenceOfChaos_use|Adds an additional buff and debuff on an infernal codex.|Добавляет доп. бафф и дебафф на Адский кодекс.
craft_essenceOfChaos_result|Buffed Codex|Усиленный кодекс
craft_material_satanic_crystal_result|Modified Item|Измененный предмет
||
[Item Types]||
item_type_helmet|Helmet|Шлем
item_type_bodyarmor|Body Armor|Доспех
item_type_belt|Belt|Пояс
item_type_boots|Boots|Сапоги
item_type_gloves|Gloves|Перчатки
item_type_shield|Shield|Щит
item_type_amulet|Amulet|Амулет
item_type_ring|Ring|Кольцо
item_type_charm|Charm|Талисман
item_type_consumable|Consumable|Расходник
item_type_potion|Potion|Зелье
item_type_key|Key|Ключ
item_type_collectible|Collectible|Коллекционный предмет
item_type_material|Material|Материал
item_type_socketable|Socketable|Вставляемый предмет
item_type_relic|Relic|Реликвия
item_type_rune|Rune|Руна
item_type_gem|Gem|Самоцвет
item_type_jewel|Jewel|Драгоценность
item_type_orb|Orb|Сфера
item_type_sword|Sword|Меч
item_type_dagger|Dagger|Кинжал
item_type_mace|Mace|Булава
item_type_axe|Axe|Топор
item_type_polearm|Polearm|Древковое оружие
item_type_claw|Claw|Коготь
item_type_chainsaw|Chainsaw|Бензопила
item_type_staff|Staff|Посох
item_type_cane|Cane|Трость
item_type_wand|Wand|Жезл
item_type_book|Book|Книга
item_type_spellblade|Spellblade|Магический клинок
item_type_bow|Bow|Лук
item_type_gun|Gun|Ружье
item_type_flask|Vial|Флакон
item_type_throwing|Throwing Weapon|Метательное оружие
item_type_novelty|Novelty|Сувенир
item_type_armor|Armor|Броня
item_type_weapon|Weapon|Оружие
item_type_uber|Special|Особый предмет
item_type_glyph|Glyph|Глиф
item_type_codex|Codex|Кодекс
item_type_flasks|Flask|Флакон
item_type_vault|Container|Контейнер
||
[Drop Locations]||
act01bossDungeons|Act I Boss Dungeons|Подземелья боссов Акта I
act02bossDungeons|Act II Boss Dungeons|Подземелья боссов Акта II
act03bossDungeons|Act III Boss Dungeons|Подземелья боссов Акта III
act04bossDungeons|Act IV Boss Dungeons|Подземелья боссов Акта IV
act05bossDungeons|Act V Boss Dungeons|Подземелья боссов Акта V
act06bossDungeons|Act VI Boss Dungeons|Подземелья боссов Акта VI
act07bossDungeons|Act VII Boss Dungeons|Подземелья боссов Акта VII
act08bossDungeons|Act VIII Boss Dungeons|Подземелья боссов Акта VIII
act01dungeons|Act I Dungeons|Подземелья Акта I
act02dungeons|Act II Dungeons|Подземелья Акта II
act03dungeons|Act III Dungeons|Подземелья Акта III
act04dungeons|Act IV Dungeons|Подземелья Акта IV
act05dungeons|Act V Dungeons|Подземелья Акта V
act06dungeons|Act VI Dungeons|Подземелья Акта VI
act07dungeons|Act VII Dungeons|Подземелья Акта VII
act08dungeons|Act VIII Dungeons|Подземелья Акта VIII
act01zones|Act I Zones|Зоны Акта I
act02zones|Act II Zones|Зоны Акта II
act03zones|Act III Zones|Зоны Акта III
act04zones|Act IV Zones|Зоны Акта IV
act05zones|Act V Zones|Зоны Акта V
act06zones|Act VI Zones|Зоны Акта VI
act07zones|Act VII Zones|Зоны Акта VII
act08zones|Act VIII Zones|Зоны Акта VIII
specialShadowRealm|Shadow Realm|Царство Теней
specialEternalBattleField|Eternal Battlefield|Вечное поле битвы
specialNiflhel|Niflhel|Нифльхель
||
[Glyphs]||
glyph_greed|Greed|Глиф Жадности
glyph_goblin|Goblin|Глиф Гоблина
glyph_loot|Loot|Глиф Добычи
glyph_gamba|Gamba|Глиф Азарта
glyph_treasure|Treasure|Глиф Сокровища
glyph_angel|Angel|Глиф Ангела
glyph_alchemist|Alchemist|Глиф Алхимика
glyph_keymaster|Key Master|Глиф Мастера ключей
glyph_shadow|Shadow|Глиф Тени
glyph_tower|Tower|Глиф Башни
glyph_battle|Battle|Глиф Битвы
glyph_runemaster|Runemaster|Глиф Мастера рун
glyph_jewelcrafter|Jewelcrafter|Глиф Ювелира
glyph_geras|Geras|Глиф Гераса
glyph_rift|Rift|Глиф Разлома
glyph_bifrost|Bifröst|Глиф Биврёста
glyph_alfather|Alfather|Глиф Всеотца
glyph_relic|Relic|Глиф Реликвии
glyph_satanic_dice|Satanic Dice|Глиф Сатанической кости
glyph_prime_evil|Prime Evil|Глиф Первичное Зло
glyph_artisan|Artisan|Глиф Ремесленника
glyph_infinity|Deprecated|Устарело
glyph_gravity|Deprecated|Устарело
glyph_zapper|Deprecated|Устарело
||
[Shrines]||
shrine_devil|Devil's Shrine|Святилище Дьявола
shrine_angel|Angel's Shrine|Святилище Ангела
shrine_reaper|Death's Shrine|Святилище Смерти
shrine_chaos|Chaos Shrine|Святилище Хаоса
shrine_life|Shrine of Life|Святилище Жизни
shrine_mana|Shrine of Mana|Святилище Маны
shrine_anubis|Shrine of Destruction|Святилище Разрушения
shrine_justice|Angel of Justice|Ангел Справедливости
||
[Shrine Affixes]||
shrine_devil_affix01|of Experience|Опыта
shrine_devil_affix02|of Agility|Ловкости
shrine_devil_affix03|of Haste|Спешки
shrine_devil_affix04|of Damage|Урона
shrine_devil_affix05|of Fortune|Удачи
shrine_devil_affix11|of Relic|Реликвии
||
shrine_angel_affix01|of Experience|Опыта
shrine_angel_affix02|of Agility|Ловкости
shrine_angel_affix03|of Haste|Спешки
shrine_angel_affix04|of Damage|Урона
shrine_angel_affix05|of Fortune|Удачи
shrine_angel_affix06|of Skill|Навыка
||
shrine_chaos_affix01|of Satanism|Сатанизма
shrine_chaos_affix02|of Runic Embrace|Рунических уз
shrine_chaos_affix03|of Dimension|Измерения
shrine_chaos_affix04|of Treasure|Сокровищ
shrine_chaos_affix05|of the Ancients|Древних
shrine_chaos_affix06|of Greed|Жадности
shrine_chaos_affix07|of the Champions|Чемпионов
||
shrine_reaper_affix01|of the Fallen Ancient|Павшего Древнего
shrine_reaper_affix02|of the Fallen Champion|Павшего Чемпиона
shrine_reaper_affix03|of the Fallen Legion|Павшего Легиона
||
[Prefixes]||
prefix_battlescarred|Battlescarred|
prefix_fieldtested|Fieldtested|
prefix_wartorned|Wartorned|
prefix_posttraumatic|Posttraumatic|
prefix_warlegend|Warlegend|
prefix_savage|Savage|
prefix_brutal|Brutal|
prefix_feral|Feral|
prefix_merciless|Merciless|
prefix_ferocious|Ferocious|
prefix_owls|Owl|
prefix_crows|Crow|
prefix_hawks|Hawk|
prefix_falcons|Falcon|
prefix_eagles|Eagle|
prefix_cobras|Cobra|
prefix_basilisks|Basilisk|
prefix_serpents|Serpent|
prefix_dragons|Dragon|
prefix_wyrms|Wyrm|
prefix_kingcobras|King Cobra|
prefix_kingbasilisks|King Basilisk|
prefix_kingserpents|King Serpent|
prefix_kingdragons|King Dragon|
prefix_kingwyrms|King Wyrm|
prefix_armorers|Armorer´s|
prefix_defenders|Defender´s|
prefix_bastions|Bastion´s|
prefix_sentinels|Sentinel´s|
prefix_guardians|Guardian´s|
prefix_bears|Bear|
prefix_rhinos|Rhino|
prefix_whales|Whale|
prefix_mammoths|Mammoth|
prefix_mastodons|Mastodon|
prefix_apexbears|Apex Bear|
prefix_apexrhinos|Apex Rhino|
prefix_apexwhales|Apex Whale|
prefix_apexmammoths|Apex Mammoth|
prefix_apexmastodons|Apex Mastodon|
prefix_fire_cloaking|Firecloaking|
prefix_fire_proof|Fireproof|
prefix_fire_resisting|Fireresisting|
prefix_fire_shielding|Fireshielding|
prefix_fire_immune|Fireimmune|
prefix_cold_cloaking|Coldcloaking|
prefix_cold_proof|Coldproof|
prefix_cold_resisting|Coldresisting|
prefix_cold_shielding|Coldshielding|
prefix_cold_immune|Coldimmune|
prefix_poison_cloaking|Poisoncloaking|
prefix_poison_proof|Poisonproof|
prefix_poison_resisting|Poisonresisting|
prefix_poison_shielding|Poisonshielding|
prefix_poison_immune|Poisonimmune|
prefix_lightning_cloaking|Lightningcloaking|
prefix_lightning_proof|Lightningproof|
prefix_lightning_resisting|Lightningresisting|
prefix_lightning_shielding|Lightningshielding|
prefix_lightning_immune|Lightningimmune|
prefix_arcane_cloaking|Arcanecloaking|
prefix_arcane_proof|Arcaneproof|
prefix_arcane_resisting|Arcaneresisting|
prefix_arcane_shielding|Arcaneshielding|
prefix_arcane_immune|Arcaneimmune|
prefix_leeching|Leeching|
prefix_blood_drinking|Blood Drinking|
prefix_life_vamping|Lifevamping|
prefix_vampiric|Vampiric|
prefix_draculs|Draculs|
prefix_cave_bats|Cavebat|
prefix_vesper_bats|Vesperbat|
prefix_brown_bats|Brownbat|
prefix_colossal_bats|Colossalbat|
prefix_citadel_bats|Citadelbat|
prefix_peasants|Peasant´s|
prefix_archons|Archon´s|
prefix_avengers|Avenger´s|
prefix_keepers|Keeper´s|
prefix_arch_angel|Archangel´s|
prefix_mysticpond|Mystic Pond|
prefix_mysticlake|Mystic Lake|
prefix_mysticocean|Mystic Ocean|
prefix_mysticfountain|Mystic Fountain|
prefix_mysticspring|Mystic Spring|
prefix_devoted|Devoted|
prefix_smitten|Smitten|
prefix_malice|Malice|
prefix_incubus|Incubus|
prefix_kindred|Kindred|
prefix_ignited|Ignited|
prefix_lit|Lit|
prefix_timed|Timed|
prefix_fired|Fired|
prefix_doomed|Doomed|
prefix_ward|Ward|
prefix_eye|Eye|
prefix_sentry|Sentry|
prefix_turret|Turret|
prefix_guardtower|Guard Tower|
prefix_warping|Warping|
prefix_whispering|Whispering|
prefix_risen|Risen|
prefix_undying|Undying|
prefix_reanimated|Reanimated|
prefix_lingering|Lingering|
prefix_willowing|Willowing|
prefix_hallowing|Hallowing|
prefix_festering|Festering|
prefix_slendering|Slendering|
prefix_sinister|Sinister|
prefix_malevolent|Malevolent|
prefix_demonic|Demonic|
prefix_diabolic|Diabolic|
prefix_sacrilegious|Sacrilegious|
prefix_precise|Precise|
prefix_accurate|Accurate|
prefix_locked|Locked|
prefix_bullseye|Bullseye|
prefix_sniper|Sniper|
prefix_accursed|Accursed|
prefix_perfected|Perfected|
prefix_hardlocked|Hardlocked|
prefix_sharpsight|Sharpsight|
prefix_marksman|Marksman|
prefix_gravedigger|Gravedigger|
prefix_gravescavenger|Gravescavenger|
prefix_corpsemaggot|Corpsemaggot|
prefix_corpsemuncher|Corpsemuncher|
prefix_cannibal|Cannibal|
prefix_disciple|Disciple|
prefix_monk|Monk|
prefix_priest|Priest|
prefix_gypsy|Gypsy|
prefix_exorcist|Exorcist|
prefix_walking|Walking|
prefix_traveling|Traveling|
prefix_sneaking|Sneaking|
prefix_blinking|Blinking|
prefix_phasing|Phasing|
prefix_scarface|Scarface|
prefix_hitman|Hitman|
prefix_assassin|Assassin|
prefix_ninja|Ninja|
prefix_deadeye|Deadeye|
prefix_wanderer|Wanderer|
prefix_stalker|Stalker|
prefix_packleader|Packleader|
prefix_apex|Apex|
prefix_predator|Predator|
prefix_pickpocket|Pickpocket|
prefix_thieves|Thieve´s|
prefix_vultures|Vulture´s|
prefix_greedy|Greedy|
prefix_whitecollar|Whitecollar|
prefix_mangling|Mangling|
prefix_trashing|Trashing|
prefix_breaking|Breaking|
prefix_maiming|Maiming|
prefix_crushing|Crushing|
prefix_crucial|Crucial|
prefix_sharp|Sharp|
prefix_deadly|Deadly|
prefix_fatal|Fatal|
prefix_eliminating|Eliminating|
prefix_scarring|Scarring|
prefix_blistering|Blistering|
prefix_ripping|Ripping|
prefix_slashing|Slashing|
prefix_hemorrhaging|Hemorrhaging|
prefix_stuttering|Stuttering|
prefix_entangling|Entangling|
prefix_disrupting|Disrupting|
prefix_slowing|Slowing|
prefix_crippling|Crippling|
prefix_foxhearts|Foxheart´s|
prefix_wolfhearts|Wolfheart´s|
prefix_jaguarhearts|Jaguarheart´s|
prefix_tigerhearts|Tigerheart´s|
prefix_lionhearts|Lionheart´s|
prefix_earthworms|Earthworm´s|
prefix_maggots|Maggot´s|
prefix_snakes|Snake´s|
prefix_pythons|Python´s|
prefix_anacondas|Anaconda´s|
prefix_forests|Forest|
prefix_wilderness|Wilderness|
prefix_oasis|Oasis|
prefix_natures|Nature|
prefix_prophets|Prophet|
prefix_coldignoring|Coldignoring|
prefix_coldpenetrating|Coldpenetrating|
prefix_coldbreaking|Coldbreaking|
prefix_coldpiercing|Coldpiercing|
prefix_coldshattering|Coldshattering|
prefix_fireignoring|Fireignoring|
prefix_firepenetrating|Firepenetrating|
prefix_firebreaking|Firebreaking|
prefix_firepiercing|Firepiercing|
prefix_fireshattering|Fireshattering|
prefix_poisonignoring|Poisonignoring|
prefix_poisonpenetrating|Poisonpenetrating|
prefix_poisonbreaking|Poisonbreaking|
prefix_poisonpiercing|Poisonpiercing|
prefix_poisonshattering|Poisonshattering|
prefix_lightningignoring|Lightiningignoring|
prefix_lightningpenetrating|Lightningpenetrating|
prefix_lightningbreaking|Lightningbreaking|
prefix_lightningpiercing|Lightningpiercing|
prefix_lightningshattering|Lightningshattering|
prefix_arcaneignoring|Arcaneignoring|
prefix_arcanepenetrating|Arcanepenetrating|
prefix_arcanebreaking|Arcanebreaking|
prefix_arcanepiercing|Arcanepiercing|
prefix_arcaneshattering|Arcaneshattering|
prefix_crafters|Crafter´s|
prefix_tinkers|Tinker´s|
prefix_forgers|Forger´s|
prefix_blacksmiths|Blacksmith´s|
prefix_runesmiths|Runesmith´s|
prefix_vandals|Vandal´s|
prefix_fools|Fool´s|
prefix_jesters|Jester´s|
prefix_tricksters|Trickster´s|
prefix_royaljesters|Royal Jester´s|
prefix_striking|Striking|
prefix_slicing|Slicing|
