[Normal Axes]|en|ru
explanation_material_devil_empowered_emblem||
explanation_material_tinkerers_toolkit|Can be used to re-roll the stats on a common item|Позволяет перебросить характеристики обычного предмета.
explanation_material_satanic_crystal|Can be used to add an additional stat or socket but has a chance to corrupt the item|Добавляет дополнительную характеристику или гнездо, но может осквернить предмет.
explanation_material_reflection_of_tarethiel|Can be used to create a clone of an existing item|Позволяет создать копию существующего предмета.
explanation_material_satanic_crystal_fragment|Combine multiple Satanic Crystal Fragments into a Satanic Crystal|Объедините осколки сатанинского кристалла, чтобы создать целый кристалл.
explanation_material_prophets_wisdom|Can be used to cleanse a corrupted item|Позволяет очистить предмет от осквернения.
explanation_material_gypsys_prophecy|Can be used on a SS tier item to either increase or decrease its level or corrupt the item|Используется на предметах ранга SS: повышает или понижает их уровень, либо оскверняет их.
explanation_material_destiny_shard|Can be used on an item up to S tier to either increase or decrease its level or corrupt the item|Используется на предметах ранга S и ниже: повышает или понижает их уровень, либо оскверняет их.
explanation_material_blacksmiths_mallet|Can be used to destroy the sockets on an item|Позволяет очистить все гнезда в предмете. Камни/руны уничтожаются при очистке
explanation_material_reflection_of_tarethiel|Can be used to create a mirrored version of an item. Cannot be applied to a mirrored item.|Позволяет создать отраженную копию предмета. Нельзя использовать на уже отраженном предмете.
explanation_material_destiny_shard_fragment|Merge multiple fragments into a Destiny Shard|Объедините несколько фрагментов, чтобы получить осколок судьбы.
explanation_material_blessed_dice|Can be used to re-roll the stats on a SS tier item.|Служит для случайного изменения характеристик предмета ранга SS. (как в лучшую, так и худшую сторону)
explanation_material_essence_of_chaos|Apply the essence into an infernal codex in order to add an additional buff and debuff to it.|Добавляет в инфернальный кодекс одно случайное усиление и одно ослабление.
explanation_material_codex_page|Merge 5 into a Codex of Eternity|Соберите 5 страниц, чтобы получить Кодекс вечности.
explanation_material_infernal_codex_page|Merge 5 into an Infernal Codex|Соберите 5 страниц, чтобы получить Инфернальный кодекс.
||
craft_material_satanic_dice|Satanic dice can be used to reroll a satanic items seed and stat ranges. There is a possibility of the item becoming corrupted, loosing a portion of its stats. Corrupted items cannot be sold on the market or used with satanic dice anymore.|Сатанинские кости позволяют изменить(reroll) базовые значения и диапазоны характеристик сатанинского предмета. Существует риск осквернения предмета, при котором часть характеристик будет утрачена. Оскверненные предметы нельзя продать на рынке или повторно использовать с сатанинскими костями.
craft_material_satanic_dice_result|Re-rolled Item|Измененный предмет (Re-rolled Item)
craft_material_blessed_dice|Blessed dice can be used to reroll a SS tier items seed and stat ranges with no down sides.|Благословенные кости позволяют изменить (reroll) базовые значения и диапазоны характеристик предмета ранга SS без каких-либо рисков.
craft_material_blessed_dice_result|Re-rolled Item|Измененный предмет (Re-rolled Item)
craft_material_tinkerers_toolkit|Tinkerer´s toolkit can be used to reroll a common item base. The whole item will be re-rolled with a new seed which will change all of its attributes.|Инструменты умельца позволяют обновить основу обычного предмета. Все его характеристики будут изменены на новые.
craft_meterial_salvage_minor_mythic_dust|Upgrade the star level of a D tier common item increasing its stats. (Charms are not applicable).|Повышает звездный уровень обычного предмета ранга D, увеличивая его характеристики. (Не применимо к талисманам).
craft_meterial_salvage_lesser_mythic_dust|Upgrade the star level of a C tier common item increasing its stats. (Charms are not applicable).|Повышает звездный уровень обычного предмета ранга C, увеличивая его характеристики. (Не применимо к талисманам).
craft_meterial_salvage_mythic_dust|Upgrade the star level of a B tier common item increasing its stats. (Charms are not applicable).|Повышает звездный уровень обычного предмета ранга B, увеличивая его характеристики. (Не применимо к талисманам).
craft_meterial_salvage_empowered_mythic_dust|Upgrade the star level of a A tier common item increasing its stats. (Charms are not applicable).|Повышает звездный уровень обычного предмета ранга A, увеличивая его характеристики. (Не применимо к талисманам).
craft_meterial_salvage_rich_mythic_dust|Upgrade the star level of a S tier common item increasing its stats. (Charms are not applicable).|Повышает звездный уровень обычного предмета ранга S, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_minor_satanic_dust|Upgrade the star level of a D tier satanic item increasing its stats. (Charms are not applicable).|Повышает звездный уровень сатанинского предмета ранга D, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_lesser_satanic_dust|Upgrade the star level of a C tier satanic item increasing its stats. (Charms are not applicable).|Повышает звездный уровень сатанинского предмета ранга C, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_satanic_dust|Upgrade the star level of a B tier satanic item increasing its stats. (Charms are not applicable).|Повышает звездный уровень сатанинского предмета ранга B, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_rich_satanic_dust|Upgrade the star level of a A tier satanic item increasing its stats. (Charms are not applicable).|Повышает звездный уровень сатанинского предмета ранга A, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_empowered_satanic_dust|Upgrade the star level of a S tier satanic item increasing its stats. (Charms are not applicable).|Повышает звездный уровень сатанинского предмета ранга S, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_purified_satanic_dust|Upgrade the star level of a SS tier satanic or heroic item increasing its stats. (Charms are not applicable).|Повышает звездный уровень сатанинского или героического предмета ранга SS, увеличивая его характеристики. (Не применимо к талисманам).
craft_material_salvage_angelic_dust|Upgrade the star level of an angelic or unholy item increasing its stats. (Charms are not applicable).|Повышает звездный уровень ангельского или нечестивого предмета, увеличивая его характеристики. (Не применимо к талисманам).
craft_reflection_tarethiel|Create a mirrored copy|Создать зеркальную копию
craft_reflection_tarethiel_result|Mirrored Copy|Зеркальная копия
craft_roll_satanic_crystal|Apply Satanic Crystal|Использовать сатанинский кристалл
craft_star_upgrade|Star Level Upgrade|Повышение звездного уровня
craft_reroll_affixes_use|Re-roll the affixes in a common item.|Изменить свойства обычного предмета.
craft_reroll_sockets_use|Roll a random amount of sockets into a white item with no sockets in it.|Добавляет случайное количество гнезд в обычный предмет без гнезд.
craft_empty_sockets_use|Empty the sockets in an item. Socketables in the item will be permanently destroyed.|Очистить гнезда в предмете. Все вставленные в них камни будут безвозвратно уничтожены.
craft_reroll_affixes|Re-roll Affixes|Изменить свойства
craft_empty_sockets|Empty Sockets|Очистить гнезда
craft_reroll_sockets|Add Sockets|Добавить гнезда
craft_material_salvage_lesser_unstable_dust|Combine into Satanic Crystal Fragments.|Объединить в осколки сатанинского кристалла.
craft_material_salvage_unstable_dust|Combine into Satanic Crystal Fragments.|Объединить в осколки сатанинского кристалла.
craft_material_salvage_greater_unstable_dust|Combine into Satanic Crystal Fragments.|Объединить в осколки сатанинского кристалла.
craft_material_satanic_crystal|Either adds an extra affix or socket to the item or corrupts it.|Добавляет предмету дополнительное свойство или гнездо, либо оскверняет его.
craft_material_satanic_crystal_fragment|Combine into a satanic crystal.|Объединить в сатанинский кристалл.
craft_blacksmithsMallet|Blacksmith´s Mallet|Молот кузнеца
craft_blacksmithsMallet_use|Deletes sockets from a common item.|Удаляет гнезда из обычного предмета.
craft_essenceOfChaos|Apply Essence of Chaos|Использовать эссенцию хаоса
craft_essenceOfChaos_use|Adds an additional buff and debuff on an infernal codex.|Добавляет случайное усиление и ослабление в инфернальный кодекс.
craft_essenceOfChaos_result|Buffed Codex|Улучшенный кодекс
craft_material_satanic_crystal_result|Modified Item|Измененный предмет
||
[Item Types]||
item_type_helmet|Helmet|Шлем
item_type_bodyarmor|Body Armor|Доспех
item_type_belt|Belt|Пояс
item_type_boots|Boots|Сапоги
item_type_gloves|Gloves|Перчатки
item_type_shield|Shield|Щит
item_type_amulet|Amulet|Амулет
item_type_ring|Ring|Кольцо
item_type_charm|Charm|Талисман
item_type_consumable|Consumable|Расходник
item_type_potion|Potion|Зелье
item_type_key|Key|Ключ
item_type_collectible|Collectible|Коллекционный предмет
item_type_material|Material|Материал
item_type_socketable|Socketable|Вставляемый предмет
item_type_relic|Relic|Реликвия
item_type_rune|Rune|Руна
item_type_gem|Gem|Самоцвет
item_type_jewel|Jewel|Драгоценность
item_type_orb|Orb|Сфера
item_type_sword|Sword|Меч
item_type_dagger|Dagger|Кинжал
item_type_mace|Mace|Булава
item_type_axe|Axe|Топор
item_type_polearm|Polearm|Древковое оружие
item_type_claw|Claw|Коготь
item_type_chainsaw|Chainsaw|Бензопила
item_type_staff|Staff|Посох
item_type_cane|Cane|Трость
item_type_wand|Wand|Жезл
item_type_book|Book|Книга
item_type_spellblade|Spellblade|Магический клинок
item_type_bow|Bow|Лук
item_type_gun|Gun|Ружье
item_type_flask|Vial|Флакон
item_type_throwing|Throwing Weapon|Метательное оружие
item_type_novelty|Novelty|Сувенир
item_type_armor|Armor|Броня
item_type_weapon|Weapon|Оружие
item_type_uber|Special|Особый предмет
item_type_glyph|Glyph|Глиф
item_type_codex|Codex|Кодекс
item_type_flasks|Flask|Флакон
item_type_vault|Container|Контейнер
||
[Drop Locations]||
act01bossDungeons|Act I Boss Dungeons|Подземелья боссов I акта
act02bossDungeons|Act II Boss Dungeons|Подземелья боссов II акта
act03bossDungeons|Act III Boss Dungeons|Подземелья боссов III акта
act04bossDungeons|Act IV Boss Dungeons|Подземелья боссов IV акта
act05bossDungeons|Act V Boss Dungeons|Подземелья боссов V акта
act06bossDungeons|Act VI Boss Dungeons|Подземелья боссов VI акта
act07bossDungeons|Act VII Boss Dungeons|Подземелья боссов VII акта
act08bossDungeons|Act VIII Boss Dungeons|Подземелья боссов VIII акта
act01dungeons|Act I Dungeons|Подземелья I акта
act02dungeons|Act II Dungeons|Подземелья II акта
act03dungeons|Act III Dungeons|Подземелья III акта
act04dungeons|Act IV Dungeons|Подземелья IV акта
act05dungeons|Act V Dungeons|Подземелья V акта
act06dungeons|Act VI Dungeons|Подземелья VI акта
act07dungeons|Act VII Dungeons|Подземелья VII акта
act08dungeons|Act VIII Dungeons|Подземелья VIII акта
act01zones|Act I Zones|Локации I акта
act02zones|Act II Zones|Локации II акта
act03zones|Act III Zones|Локации III акта
act04zones|Act IV Zones|Локации IV акта
act05zones|Act V Zones|Локации V акта
act06zones|Act VI Zones|Локации VI акта
act07zones|Act VII Zones|Локации VII акта
act08zones|Act VIII Zones|Локации VIII акта
specialShadowRealm|Shadow Realm|Царство теней
specialEternalBattleField|Eternal Battlefield|Вечное поле битвы
specialNiflhel|Niflhel|Нифльхель
||
[Glyphs]||
glyph_greed|Greed|Глиф жадности
glyph_goblin|Goblin|Глиф гоблина
glyph_loot|Loot|Глиф добычи
glyph_gamba|Gamba|Глиф азарта
glyph_treasure|Treasure|Глиф сокровищ
glyph_angel|Angel|Глиф ангела
glyph_alchemist|Alchemist|Глиф алхимика
glyph_keymaster|Key Master|Глиф мастера ключей
glyph_shadow|Shadow|Глиф тени
glyph_tower|Tower|Глиф башни
glyph_battle|Battle|Глиф битвы
glyph_runemaster|Runemaster|Глиф мастера рун
glyph_jewelcrafter|Jewelcrafter|Глиф ювелира
glyph_geras|Geras|Глиф Гераса
glyph_rift|Rift|Глиф разлома
glyph_bifrost|Bifröst|Глиф Биврёста
glyph_alfather|Alfather|Глиф Всеотца
glyph_relic|Relic|Глиф реликвии
glyph_satanic_dice|Satanic Dice|Глиф сатанических костей
glyph_prime_evil|Prime Evil|Глиф Изначального Зла
glyph_artisan|Artisan|Глиф ремесленника
glyph_infinity|Deprecated|
glyph_gravity|Deprecated|
glyph_zapper|Deprecated|
||
[Shrines]||
shrine_devil|Devil's Shrine|Святилище дьявола|
shrine_angel|Angel's Shrine|Святилище ангела|
shrine_reaper|Death's Shrine|Святилище Смерти|
shrine_chaos|Chaos Shrine|Святилище Хаоса|
shrine_life|Shrine of Life|Святилище Жизни|
shrine_mana|Shrine of Mana|Святилище Маны|
shrine_anubis|Shrine of Destruction|Святилище Разрушения|
shrine_justice|Angel of Justice|Ангел Правосудия|
||
[Shrine Affixes]||
shrine_devil_affix01|of Experience|опыта
shrine_devil_affix02|of Agility|ловкости
shrine_devil_affix03|of Haste|стремительности
shrine_devil_affix04|of Damage|урона
shrine_devil_affix05|of Fortune|удачи
shrine_devil_affix11|of Relic|реликвий
||
shrine_angel_affix01|of Experience|опыта
shrine_angel_affix02|of Agility|ловкости
shrine_angel_affix03|of Haste|стремительности
shrine_angel_affix04|of Damage|урона
shrine_angel_affix05|of Fortune|удачи
shrine_angel_affix06|of Skill|навыков
||
shrine_chaos_affix01|of Satanism|сатанизма
shrine_chaos_affix02|of Runic Embrace|рунических уз
shrine_chaos_affix03|of Dimension|измерений
shrine_chaos_affix04|of Treasure|сокровищ
shrine_chaos_affix05|of the Ancients|древних
shrine_chaos_affix06|of Greed|алчности
shrine_chaos_affix07|of the Champions|чемпионов
||
shrine_reaper_affix01|of the Fallen Ancient|павшего древнего
shrine_reaper_affix02|of the Fallen Champion|павшего чемпиона
shrine_reaper_affix03|of the Fallen Legion|павшего легиона
||
[Prefixes]||
prefix_battlescarred|Battlescarred|Закаленный в боях
prefix_fieldtested|Fieldtested|Проверенный в бою
prefix_wartorned|Wartorned|Истерзанный войной
prefix_posttraumatic|Posttraumatic|Посттравматический
prefix_warlegend|Warlegend|Легенда войны
prefix_savage|Savage|Дикий
prefix_brutal|Brutal|Жестокий
prefix_feral|Feral|Первобытный
prefix_merciless|Merciless|Беспощадный
prefix_ferocious|Ferocious|Свирепый
prefix_owls|Owl|Совиный
prefix_crows|Crow|Вороний
prefix_hawks|Hawk|Ястребиный
prefix_falcons|Falcon|Соколиный
prefix_eagles|Eagle|Орлиный
prefix_cobras|Cobra|Кобры
prefix_basilisks|Basilisk|Василиска
prefix_serpents|Serpent|Змеи
prefix_dragons|Dragon|Дракона
prefix_wyrms|Wyrm|Вирма
prefix_kingcobras|King Cobra|Королевской кобры
prefix_kingbasilisks|King Basilisk|Королевского василиска
prefix_kingserpents|King Serpent|Королевской змеи
prefix_kingdragons|King Dragon|Королевского дракона
prefix_kingwyrms|King Wyrm|Королевского Вирма
prefix_armorers|Armorer´s|Бронника
prefix_defenders|Defender´s|Защитника
prefix_bastions|Bastion´s|Бастиона
prefix_sentinels|Sentinel´s|Часового
prefix_guardians|Guardian´s|Стража
prefix_bears|Bear|Медведя
prefix_rhinos|Rhino|Носорога
prefix_whales|Whale|Кита
prefix_mammoths|Mammoth|Мамонта
prefix_mastodons|Mastodon|Мастодонта
prefix_apexbears|Apex Bear|Верховного медведя
prefix_apexrhinos|Apex Rhino|Верховного носорога
prefix_apexwhales|Apex Whale|Верховного кита
prefix_apexmammoths|Apex Mammoth|Верховного мамонта
prefix_apexmastodons|Apex Mastodon|Верховного мастодонта
prefix_fire_cloaking|Firecloaking|Огненного покрова
prefix_fire_proof|Fireproof|Огнестойкий
prefix_fire_resisting|Fireresisting|Сопротивления огню
prefix_fire_shielding|Fireshielding|Огненного щита
prefix_fire_immune|Fireimmune|Огнеупорный
prefix_cold_cloaking|Coldcloaking|Морозного покрова
prefix_cold_proof|Coldproof|Морозостойкий
prefix_cold_resisting|Coldresisting|Сопротивления холоду
prefix_cold_shielding|Coldshielding|Ледяного щита
prefix_cold_immune|Coldimmune|Хладостойкий
prefix_poison_cloaking|Poisoncloaking|Ядовитого покрова
prefix_poison_proof|Poisonproof|Ядостойкий
prefix_poison_resisting|Poisonresisting|Сопротивления яду
prefix_poison_shielding|Poisonshielding|Ядовитого щита
prefix_poison_immune|Poisonimmune|Иммунитета к яду
prefix_lightning_cloaking|Lightningcloaking|Грозового покрова
prefix_lightning_proof|Lightningproof|Молниестойкий
prefix_lightning_resisting|Lightningresisting|Сопротивления молнии
prefix_lightning_shielding|Lightningshielding|Грозового щита
prefix_lightning_immune|Lightningimmune|Грозоупорный
prefix_arcane_cloaking|Arcanecloaking|Покрова тайной магии
prefix_arcane_proof|Arcaneproof|Стойкости к тайной магии
prefix_arcane_resisting|Arcaneresisting|Сопротивления тайной магии
prefix_arcane_shielding|Arcaneshielding|Щита тайной магии
prefix_arcane_immune|Arcaneimmune|Иммунитета к тайной магии
prefix_leeching|Leeching|Похищения
prefix_blood_drinking|Blood Drinking|Кровопийцы
prefix_life_vamping|Lifevamping|Жизнесосущий
prefix_vampiric|Vampiric|Вампирский
prefix_draculs|Draculs|Дракулы
prefix_cave_bats|Cavebat|Пещерной летучей мыши
prefix_vesper_bats|Vesperbat|Вечерницы
prefix_brown_bats|Brownbat|Бурой летучей мыши
prefix_colossal_bats|Colossalbat|Исполинской летучей мыши
prefix_citadel_bats|Citadelbat|Цитадельной летучей мыши
prefix_peasants|Peasant´s|Крестьянина
prefix_archons|Archon´s|Архонта
prefix_avengers|Avenger´s|Мстителя
prefix_keepers|Keeper´s|Хранителя
prefix_arch_angel|Archangel´s|Архангела
prefix_mysticpond|Mystic Pond|Мистического пруда
prefix_mysticlake|Mystic Lake|Мистического озера
prefix_mysticocean|Mystic Ocean|Мистического океана
prefix_mysticfountain|Mystic Fountain|Мистического фонтана
prefix_mysticspring|Mystic Spring|Мистического источника
prefix_devoted|Devoted|Преданный
prefix_smitten|Smitten|Сраженный
prefix_malice|Malice|Злобный
prefix_incubus|Incubus|Инкуба
prefix_kindred|Kindred|Родственный
prefix_ignited|Ignited|Воспламененный
prefix_lit|Lit|Освещенный
prefix_timed|Timed|Выверенный
prefix_fired|Fired|Опаленный
prefix_doomed|Doomed|Обреченный
prefix_ward|Ward|Оберегающий
prefix_eye|Eye|Ока
prefix_sentry|Sentry|Караульного
prefix_turret|Turret|Турели
prefix_guardtower|Guard Tower|Сторожевой башни
prefix_warping|Warping|Искажающий
prefix_whispering|Whispering|Шепчущий
prefix_risen|Risen|Восставший
prefix_undying|Undying|Бессмертный
prefix_reanimated|Reanimated|Оживленный
prefix_lingering|Lingering|Затяжной
prefix_willowing|Willowing|Увядающий
prefix_hallowing|Hallowing|Освящающий
prefix_festering|Festering|Гноящийся
prefix_slendering|Slendering|Истончающий
prefix_sinister|Sinister|Зловещий
prefix_malevolent|Malevolent|Злобный
prefix_demonic|Demonic|Демонический
prefix_diabolic|Diabolic|Дьявольский
prefix_sacrilegious|Sacrilegious|Святотатственный
prefix_precise|Precise|Точный
prefix_accurate|Accurate|Меткий
prefix_locked|Locked|Зафиксированный
prefix_bullseye|Bullseye|Точного попадания
prefix_sniper|Sniper|Снайперский
prefix_accursed|Accursed|Проклятый
prefix_perfected|Perfected|Совершенный
prefix_hardlocked|Hardlocked|Непоколебимый
prefix_sharpsight|Sharpsight|Зоркого глаза
prefix_marksman|Marksman|Стрелка
prefix_gravedigger|Gravedigger|Могильщика
prefix_gravescavenger|Gravescavenger|Разхитителя гробниц
prefix_corpsemaggot|Corpsemaggot|Трупного червя
prefix_corpsemuncher|Corpsemuncher|Пожирателя трупов
prefix_cannibal|Cannibal|Каннибала
prefix_disciple|Disciple|Послушника
prefix_monk|Monk|Монаха
prefix_priest|Priest|Жреца
prefix_gypsy|Gypsy|Цыганский
prefix_exorcist|Exorcist|Экзорциста
prefix_walking|Walking|Ходячий
prefix_traveling|Traveling|Странствующий
prefix_sneaking|Sneaking|Крадущийся
prefix_blinking|Blinking|Мерцающий
prefix_phasing|Phasing|Фазовый
prefix_scarface|Scarface|Меченого
prefix_hitman|Hitman|Наемного убийцы
prefix_assassin|Assassin|Ассасина
prefix_ninja|Ninja|Ниндзя
prefix_deadeye|Deadeye|Верного глаза
prefix_wanderer|Wanderer|Странника
prefix_stalker|Stalker|Преследователя
prefix_packleader|Packleader|Вожака стаи
prefix_apex|Apex|Верховный
prefix_predator|Predator|Хищника
prefix_pickpocket|Pickpocket|Карманника
prefix_thieves|Thieve´s|Вора
prefix_vultures|Vulture´s|Стервятника
prefix_greedy|Greedy|Жадный
prefix_whitecollar|Whitecollar|Дельца
prefix_mangling|Mangling|Калечащий
prefix_trashing|Trashing|Громящий
prefix_breaking|Breaking|Разрушающий
prefix_maiming|Maiming|Увечащий
prefix_crushing|Crushing|Сокрушительный
prefix_crucial|Crucial|Решающий
prefix_sharp|Sharp|Острый
prefix_deadly|Deadly|Смертоносный
prefix_fatal|Fatal|Роковой
prefix_eliminating|Eliminating|Устраняющий
prefix_scarring|Scarring|Оставляющий шрамы
prefix_blistering|Blistering|Яростный
prefix_ripping|Ripping|Разрывающий
prefix_slashing|Slashing|Рубящий
prefix_hemorrhaging|Hemorrhaging|Кровоточащий
prefix_stuttering|Stuttering|Запинающийся
prefix_entangling|Entangling|Оплетающий
prefix_disrupting|Disrupting|Разрушающий
prefix_slowing|Slowing|Замедляющий
prefix_crippling|Crippling|Изнуряющий
prefix_foxhearts|Foxheart´s|Лисьего сердца
prefix_wolfhearts|Wolfheart´s|Волчьего сердца
prefix_jaguarhearts|Jaguarheart´s|Сердца ягуара
prefix_tigerhearts|Tigerheart´s|Тигриного сердца
prefix_lionhearts|Lionheart´s|Львиного сердца
prefix_earthworms|Earthworm´s|Земляного червя
prefix_maggots|Maggot´s|Личинки
prefix_snakes|Snake´s|Змеиный
prefix_pythons|Python´s|Питона
prefix_anacondas|Anaconda´s|Анаконды
prefix_forests|Forest|Лесной
prefix_wilderness|Wilderness|Диких земель
prefix_oasis|Oasis|Оазиса
prefix_natures|Nature|Природы
prefix_prophets|Prophet|Пророка
prefix_coldignoring|Coldignoring|Игнорирующий сопр. холоду
prefix_coldpenetrating|Coldpenetrating|Проникающий сквозь сопр. холоду
prefix_coldbreaking|Coldbreaking|Разрушающий сопр. холоду
prefix_coldpiercing|Coldpiercing|Пронзающий сопр. холоду
prefix_coldshattering|Coldshattering|Раскалывающий сопр. холоду
prefix_fireignoring|Fireignoring|Игнорирующий сопр. огню
prefix_firepenetrating|Firepenetrating|Проникающий сквозь сопр. огню
prefix_firebreaking|Firebreaking|Разрушающий сопр. огню
prefix_firepiercing|Firepiercing|Пронзающий сопр. огню
prefix_fireshattering|Fireshattering|Раскалывающий сопр. огню
prefix_poisonignoring|Poisonignoring|Игнорирующий сопр. яду
prefix_poisonpenetrating|Poisonpenetrating|Проникающий сквозь сопр. яду
prefix_poisonbreaking|Poisonbreaking|Разрушающий сопр. яду
prefix_poisonpiercing|Poisonpiercing|Пронзающий сопр. яду
prefix_poisonshattering|Poisonshattering|Раскалывающий сопр. яду
prefix_lightningignoring|Lightiningignoring|Игнорирующий сопр. молнии
prefix_lightningpenetrating|Lightningpenetrating|Проникающий сквозь сопр. молнии
prefix_lightningbreaking|Lightningbreaking|Разрушающий сопр. молнии
prefix_lightningpiercing|Lightningpiercing|Пронзающий сопр. молнии
prefix_lightningshattering|Lightningshattering|Раскалывающий сопр. молнии
prefix_arcaneignoring|Arcaneignoring|Игнорирующий сопр. тайной магии
prefix_arcanepenetrating|Arcanepenetrating|Проникающий сквозь сопр. тайной магии
prefix_arcanebreaking|Arcanebreaking|Разрушающий сопр. тайной магии
prefix_arcanepiercing|Arcanepiercing|Пронзающий сопр. тайной магии
prefix_arcaneshattering|Arcaneshattering|Раскалывающий сопр. тайной магии
prefix_crafters|Crafter´s|Ремесленника
prefix_tinkers|Tinker´s|Умельца
prefix_forgers|Forger´s|Кузнеца
prefix_blacksmiths|Blacksmith´s|Оружейника
prefix_runesmiths|Runesmith´s|Рунного кузнеца
prefix_vandals|Vandal´s|Вандала
prefix_fools|Fool´s|Дурака
prefix_jesters|Jester´s|Шута
prefix_tricksters|Trickster´s|Плута
prefix_royaljesters|Royal Jester´s|Королевского шута
prefix_striking|Striking|Ударный
prefix_slicing|Slicing|Режущий
prefix_wounding|Wounding|Ранящий
prefix_mutilating|Mutilating|Калечащий
prefix_killing|Killing|Убийственный
prefix_chilling|Chilling|Леденящий
prefix_frozen|Frozen|Замороженный
prefix_coldsnap|Coldsnap|Хладовейный
prefix_frostburning|Frostburning|Морозного ожога
prefix_glacial|Glacial|Ледниковый
prefix_melting|Melting|Плавящий
prefix_flaming|Flaming|Пламенный
prefix_molten|Molten|Раскаленный
prefix_burning|Burning|Горения
prefix_scorching|Scorching|Опаляющий
prefix_shocked|Shocked|Шокирующий
prefix_lightning|Lightning|Молнии
prefix_static|Static|Статический
prefix_thunder|Thunder|Грома
prefix_monsoon|Monsoon|Муссона
prefix_poisonous|Poisonous|Ядовитый
prefix_venomous|Venomous|Ядоносный
prefix_toxic|Toxic|Токсичный
prefix_asphyxiating|Asphyxiating|Удушающий
prefix_corroding|Corroding|Разъедающий
prefix_magic|Magic|Магический
prefix_arcanist|Arcanist|Чародея
prefix_conjured|Conjured|Сотворенный
prefix_mystic|Mystic|Мистический
prefix_rift|Rift|Разлома
prefix_magewrath01|Magewrath|Гнева мага
prefix_magewrath02|Magewrath|Гнева мага
prefix_magewrath03|Magewrath|Гнева мага
prefix_magewrath04|Magewrath|Гнева мага
prefix_magewrath05|Magewrath|Гнева мага
prefix_warriors01|Warrior´s|Воина
prefix_warriors02|Warrior´s|Воина
prefix_warriors03|Warrior´s|Воина
prefix_warriors04|Warrior´s|Воина
prefix_warriors05|Warrior´s|Воина
prefix_brutes01|Brute´s|Громилы
prefix_brutes02|Brute´s|Громилы
prefix_brutes03|Brute´s|Громилы
prefix_brutes04|Brute´s|Громилы
prefix_brutes05|Brute´s|Громилы
prefix_juggernauts01|Juggernaut´s|Джаггернаута
prefix_juggernauts02|Juggernaut´s|Джаггернаута
prefix_juggernauts03|Juggernaut´s|Джаггернаута
prefix_juggernauts04|Juggernaut´s|Джаггернаута
prefix_juggernauts05|Juggernaut´s|Джаггернаута
prefix_soldiers|Soldier´s|Солдата
prefix_berserkers|Berserker´s|Берсерка
prefix_crusaders|Crusader´s|Крестоносца
prefix_legionnaires|Legionnaire´s|Легионера
prefix_warlords|Warlord´s|Военачальника
prefix_swift|Swift|Стремительный
prefix_rapid|Rapid|Быстрый
prefix_quickened|Quickened|Ускоренный
prefix_fleet|Fleet|Проворный
prefix_zephyrs|Zephyr´s|Зефира
prefix_fireinfusion01|Fireinfusion|Вливание огня
prefix_fireinfusion02|Fireinfusion|Вливание огня
prefix_fireinfusion03|Fireinfusion|Вливание огня
prefix_fireinfusion04|Fireinfusion|Вливание огня
prefix_fireinfusion05|Fireinfusion|Вливание огня
prefix_coldinfusion01|Coldinfusion|Вливание холода
prefix_coldinfusion02|Coldinfusion|Вливание холода
prefix_coldinfusion03|Coldinfusion|Вливание холода
prefix_coldinfusion04|Coldinfusion|Вливание холода
prefix_coldinfusion05|Coldinfusion|Вливание холода
prefix_lightninginfusion01|Lightninginfusion|Вливание молнии
prefix_lightninginfusion02|Lightninginfusion|Вливание молнии
prefix_lightninginfusion03|Lightninginfusion|Вливание молнии
prefix_lightninginfusion04|Lightninginfusion|Вливание молнии
prefix_lightninginfusion05|Lightninginfusion|Вливание молнии
prefix_arcaneinfusion01|Arcaneinfusion|Вливание тайной магии
prefix_arcaneinfusion02|Arcaneinfusion|Вливание тайной магии
prefix_arcaneinfusion03|Arcaneinfusion|Вливание тайной магии
prefix_arcaneinfusion04|Arcaneinfusion|Вливание тайной магии
prefix_arcaneinfusion05|Arcaneinfusion|Вливание тайной магии
prefix_skeletons|Skeleton´s|Скелета
prefix_zombies|Zombie´s|Зомби
prefix_ghouls|Ghoul´s|Гуля
prefix_lich|Lich|Лича
prefix_blackknights|Black Knight´s|Черного рыцаря
prefix_dark|Dark|Темный
prefix_black|Black|Черный
prefix_pitchblack|Pitchblack|Беспросветный
prefix_eerie|Eerie|Жуткий
prefix_limbo|Limbo|Лимба
prefix_miner|Miner|Шахтера
prefix_detonator|Detonator|Детонатора
prefix_fusing|Fusing|Сплавляющий
prefix_ticking|Ticking|Тикающий
prefix_exploding|Exploding|Взрывной
prefix_lurking|Lurking|Притаившийся
prefix_watching|Watching|Следящий
prefix_monitoring|Monitoring|Наблюдающий
prefix_scanning|Scanning|Сканирующий
prefix_surveilling|Surveilling|Надзирающий
prefix_timing|Timing|Рассчитанный
prefix_enduring|Enduring|Стойкий
prefix_lasting|Lasting|Длительный
prefix_weaving|Weaving|Плетущий
prefix_everlasting|Everlasting|Вечный
prefix_manaleak|Manaleak|Утечки маны
